activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1698537,[],CHEMBL868414,Transactivation by human PPAR gamma in COS1 cells,F,,,BAO_0000188,BAO_0000219,cell-based format,CC[C@@](C)(Cc1ccc(OCCCOc2cc3oc(=O)cc(C(F)(F)F)c3cc2Cl)cc1)C(=O)O,,,CHEMBL1139027,Bioorg. Med. Chem. Lett.,2006,,CHEMBL206759,,CHEMBL206759,,0,http://www.openphacts.org/units/Nanomolar,439977,>,1,1,>,,EC50,nM,,3000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,3000.0
,1698538,[],CHEMBL868414,Transactivation by human PPAR gamma in COS1 cells,F,,,BAO_0000188,BAO_0000219,cell-based format,CC[C@@](C)(Cc1ccc(OCCCOc2ccc(C3CCC(C)(C)CC3)cc2Cl)cc1)C(=O)O,,,CHEMBL1139027,Bioorg. Med. Chem. Lett.,2006,,CHEMBL202739,,CHEMBL202739,,0,http://www.openphacts.org/units/Nanomolar,439975,>,1,1,>,,EC50,nM,,3000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,3000.0
,1698539,[],CHEMBL868414,Transactivation by human PPAR gamma in COS1 cells,F,,,BAO_0000188,BAO_0000219,cell-based format,CC[C@@](C)(Cc1ccc(OCCCOc2ccc(C3CCCCC3)cc2Cl)cc1)C(=O)O,,,CHEMBL1139027,Bioorg. Med. Chem. Lett.,2006,,CHEMBL424685,,CHEMBL424685,,0,http://www.openphacts.org/units/Nanomolar,439974,>,1,1,>,,EC50,nM,,3000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,3000.0
,1698540,[],CHEMBL868414,Transactivation by human PPAR gamma in COS1 cells,F,,,BAO_0000188,BAO_0000219,cell-based format,CC[C@@](C)(Cc1ccc(OCCCOc2ccc(Oc3ccc(F)cc3)cc2Cl)cc1)C(=O)O,,,CHEMBL1139027,Bioorg. Med. Chem. Lett.,2006,,CHEMBL203409,,CHEMBL203409,,0,http://www.openphacts.org/units/Nanomolar,439967,>,1,1,>,,EC50,nM,,3000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,3000.0
,1711902,[],CHEMBL861995,Effect on Gal4/PPAR-gamma-LBD construct transactivation in Huh7 cells,F,,,BAO_0000188,BAO_0000219,cell-based format,O=S(=O)(Nc1cc(-c2cccs2)nn1-c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,,,CHEMBL1147659,J. Med. Chem.,2006,,CHEMBL208472,,CHEMBL208472,9.11,0,http://www.openphacts.org/units/Nanomolar,469777,=,1,1,=,,EC50,nM,,0.78,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,0.78
,1762319,[],CHEMBL854666,Activity at PPARgamma by luciferase reporter gene transactivation assay in COS7 cells,F,,,BAO_0000188,BAO_0000219,cell-based format,CCCc1c(OCCCOc2ccc(OCC(=O)O)cc2)ccc(C(C)=O)c1O,,,CHEMBL1146916,Bioorg. Med. Chem. Lett.,2006,,CHEMBL153057,,CHEMBL153057,5.74,0,http://www.openphacts.org/units/Nanomolar,559737,=,1,1,=,,EC50,nM,,1824.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,1824.0
,1762345,[],CHEMBL854666,Activity at PPARgamma by luciferase reporter gene transactivation assay in COS7 cells,F,,,BAO_0000188,BAO_0000219,cell-based format,CCCc1cc(C(F)(F)F)ncc1OCCCOc1ccc(OCC(=O)O)c(C)c1,,,CHEMBL1146916,Bioorg. Med. Chem. Lett.,2006,,CHEMBL425431,,CHEMBL425431,5.80,0,http://www.openphacts.org/units/Nanomolar,559747,=,1,1,=,,EC50,nM,,1582.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,1582.0
,1762346,[],CHEMBL854666,Activity at PPARgamma by luciferase reporter gene transactivation assay in COS7 cells,F,,,BAO_0000188,BAO_0000219,cell-based format,CCCc1cc(C(F)(F)F)ccc1OCCCOc1ccc(OCC(=O)O)c(C)c1,,,CHEMBL1146916,Bioorg. Med. Chem. Lett.,2006,,CHEMBL213355,,CHEMBL213355,6.82,0,http://www.openphacts.org/units/Nanomolar,559746,=,1,1,=,,EC50,nM,,153.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,153.0
,1762347,[],CHEMBL854666,Activity at PPARgamma by luciferase reporter gene transactivation assay in COS7 cells,F,,,BAO_0000188,BAO_0000219,cell-based format,CCCc1cc(C(F)(F)F)ccc1OCCCOc1ccc(OCC(=O)OC)c(C)c1,,,CHEMBL1146916,Bioorg. Med. Chem. Lett.,2006,,CHEMBL214394,,CHEMBL214394,5.90,0,http://www.openphacts.org/units/Nanomolar,559745,=,1,1,=,,EC50,nM,,1261.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,1261.0
,1762348,[],CHEMBL854666,Activity at PPARgamma by luciferase reporter gene transactivation assay in COS7 cells,F,,,BAO_0000188,BAO_0000219,cell-based format,CCCc1cc(C(F)(F)F)ccc1OCCCOc1ccc(OCC(=O)OC)cc1,,,CHEMBL1146916,Bioorg. Med. Chem. Lett.,2006,,CHEMBL211963,,CHEMBL211963,5.93,0,http://www.openphacts.org/units/Nanomolar,559744,=,1,1,=,,EC50,nM,,1185.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,1185.0
,1762349,[],CHEMBL854666,Activity at PPARgamma by luciferase reporter gene transactivation assay in COS7 cells,F,,,BAO_0000188,BAO_0000219,cell-based format,CCCc1c(OCCCOc2ccc(OCC(=O)OC)cc2)cnc(C(C)=O)c1O,,,CHEMBL1146916,Bioorg. Med. Chem. Lett.,2006,,CHEMBL212993,,CHEMBL212993,6.12,0,http://www.openphacts.org/units/Nanomolar,559743,=,1,1,=,,EC50,nM,,757.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,757.0
,1762354,[],CHEMBL854666,Activity at PPARgamma by luciferase reporter gene transactivation assay in COS7 cells,F,,,BAO_0000188,BAO_0000219,cell-based format,CCCc1c(OCCCOc2ccc(OCC(=O)OC)cc2)ccc(C(C)=O)c1O,,,CHEMBL1146916,Bioorg. Med. Chem. Lett.,2006,,CHEMBL373785,,CHEMBL373785,6.54,0,http://www.openphacts.org/units/Nanomolar,559738,=,1,1,=,,EC50,nM,,288.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,288.0
,1762355,[],CHEMBL854666,Activity at PPARgamma by luciferase reporter gene transactivation assay in COS7 cells,F,,,BAO_0000188,BAO_0000219,cell-based format,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O,,,CHEMBL1146916,Bioorg. Med. Chem. Lett.,2006,,CHEMBL38943,GW501516,CHEMBL38943,5.00,0,http://www.openphacts.org/units/Nanomolar,559736,=,1,1,=,,EC50,nM,,10000.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,10000.0
,1762782,[],CHEMBL911539,Transactivation of human PPARgamma in CV1 cells by luciferase reporter gene assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CCc1ccc(OCCCOc2ccc(OC(C)(C)C(=O)O)cc2)c(C(=O)c2ccccc2)c1,,,CHEMBL1149342,J. Med. Chem.,2006,,CHEMBL213314,,CHEMBL213314,6.95,0,http://www.openphacts.org/units/Nanomolar,565229,=,1,1,=,,EC50,nM,,112.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,112.0
,1764555,[],CHEMBL911539,Transactivation of human PPARgamma in CV1 cells by luciferase reporter gene assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,,,CHEMBL1149342,J. Med. Chem.,2006,,CHEMBL121,ROSIGLITAZONE,CHEMBL121,6.51,1,http://www.openphacts.org/units/Nanomolar,565244,=,1,1,=,,EC50,nM,,308.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,308.0
,1764556,[],CHEMBL911539,Transactivation of human PPARgamma in CV1 cells by luciferase reporter gene assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CCc1cc(OCC[C@@H](C)Oc2ccc(Cl)cc2Oc2ccccc2)ccc1CCC(=O)O,,,CHEMBL1149342,J. Med. Chem.,2006,,CHEMBL215701,,CHEMBL215701,6.99,0,http://www.openphacts.org/units/Nanomolar,565243,=,1,1,=,,EC50,nM,,102.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,102.0
,1764557,[],CHEMBL911539,Transactivation of human PPARgamma in CV1 cells by luciferase reporter gene assay,F,,,BAO_0000188,BAO_0000219,cell-based format,C[C@H](CCOc1ccc(CCC(=O)O)c(F)c1)Oc1ccc(Cl)cc1Oc1ccccc1,,,CHEMBL1149342,J. Med. Chem.,2006,,CHEMBL215245,,CHEMBL215245,6.40,0,http://www.openphacts.org/units/Nanomolar,565242,=,1,1,=,,EC50,nM,,402.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,402.0
,1764558,[],CHEMBL911539,Transactivation of human PPARgamma in CV1 cells by luciferase reporter gene assay,F,,,BAO_0000188,BAO_0000219,cell-based format,C[C@H](CCOc1ccc(CCC(=O)O)c(C(F)(F)F)c1)Oc1ccc(Cl)cc1Oc1ccccc1,,,CHEMBL1149342,J. Med. Chem.,2006,,CHEMBL213361,,CHEMBL213361,6.45,0,http://www.openphacts.org/units/Nanomolar,565241,=,1,1,=,,EC50,nM,,355.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,355.0
,1764559,[],CHEMBL911539,Transactivation of human PPARgamma in CV1 cells by luciferase reporter gene assay,F,,,BAO_0000188,BAO_0000219,cell-based format,Cc1cc(OCC[C@@H](C)Oc2ccc(C(F)(F)F)cc2Oc2ccccc2)ccc1CCC(=O)O,,,CHEMBL1149342,J. Med. Chem.,2006,,CHEMBL213315,,CHEMBL213315,8.40,0,http://www.openphacts.org/units/Nanomolar,565240,=,1,1,=,,EC50,nM,,4.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,4.0
,1764560,[],CHEMBL911539,Transactivation of human PPARgamma in CV1 cells by luciferase reporter gene assay,F,,,BAO_0000188,BAO_0000219,cell-based format,Cc1cc(OCC[C@@H](C)Oc2ccc(OC(F)(F)F)cc2Oc2ccccc2)ccc1CCC(=O)O,,,CHEMBL1149342,J. Med. Chem.,2006,,CHEMBL214921,,CHEMBL214921,8.30,0,http://www.openphacts.org/units/Nanomolar,565239,=,1,1,=,,EC50,nM,,5.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,5.0
,1764561,[],CHEMBL911539,Transactivation of human PPARgamma in CV1 cells by luciferase reporter gene assay,F,,,BAO_0000188,BAO_0000219,cell-based format,Cc1cc(OCC[C@@H](C)Oc2ccc(Cl)cc2Oc2ccccc2)ccc1CCC(=O)O,,,CHEMBL1149342,J. Med. Chem.,2006,,CHEMBL214026,,CHEMBL214026,7.28,0,http://www.openphacts.org/units/Nanomolar,565238,=,1,1,=,,EC50,nM,,52.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,52.0
,1764562,[],CHEMBL911539,Transactivation of human PPARgamma in CV1 cells by luciferase reporter gene assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(Oc2ccccc2)c1,,,CHEMBL1149342,J. Med. Chem.,2006,,CHEMBL377660,,CHEMBL377660,8.10,0,http://www.openphacts.org/units/Nanomolar,565237,=,1,1,=,,EC50,nM,,8.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,8.0
,1764563,[],CHEMBL911539,Transactivation of human PPARgamma in CV1 cells by luciferase reporter gene assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CCc1ccc(OC(C)CCOc2ccc(CCC(=O)O)c(C)c2)c(Cc2ccccc2)c1,,,CHEMBL1149342,J. Med. Chem.,2006,,CHEMBL212591,,CHEMBL212591,6.64,0,http://www.openphacts.org/units/Nanomolar,565236,=,1,1,=,,EC50,nM,,228.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,228.0
,1764564,[],CHEMBL911539,Transactivation of human PPARgamma in CV1 cells by luciferase reporter gene assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CCCC(CCOc1ccc(CCC(=O)O)c(C)c1)Oc1ccc(CC)cc1C(=O)c1ccccc1,,,CHEMBL1149342,J. Med. Chem.,2006,,CHEMBL212023,,CHEMBL212023,6.01,0,http://www.openphacts.org/units/Nanomolar,565235,=,1,1,=,,EC50,nM,,968.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,968.0
,1764565,[],CHEMBL911539,Transactivation of human PPARgamma in CV1 cells by luciferase reporter gene assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CCc1ccc(OC(CC)CCOc2ccc(CCC(=O)O)c(C)c2)c(C(=O)c2ccccc2)c1,,,CHEMBL1149342,J. Med. Chem.,2006,,CHEMBL215127,,CHEMBL215127,7.34,0,http://www.openphacts.org/units/Nanomolar,565234,=,1,1,=,,EC50,nM,,46.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,46.0
,1764566,[],CHEMBL911539,Transactivation of human PPARgamma in CV1 cells by luciferase reporter gene assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CCc1ccc(O[C@@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(C(=O)c2ccccc2)c1,,,CHEMBL1149342,J. Med. Chem.,2006,,CHEMBL215126,,CHEMBL215126,6.17,0,http://www.openphacts.org/units/Nanomolar,565233,=,1,1,=,,EC50,nM,,674.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,674.0
,1764567,[],CHEMBL911539,Transactivation of human PPARgamma in CV1 cells by luciferase reporter gene assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(C(=O)c2ccccc2)c1,,,CHEMBL1149342,J. Med. Chem.,2006,,CHEMBL212911,,CHEMBL212911,8.40,1,http://www.openphacts.org/units/Nanomolar,565232,=,1,1,=,,EC50,nM,,4.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,4.0
,1764568,[],CHEMBL911539,Transactivation of human PPARgamma in CV1 cells by luciferase reporter gene assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CCc1ccc(OC(C)CCOc2ccc(CCC(=O)O)c(C)c2)c(C(=O)c2ccccc2)c1,,,CHEMBL1149342,J. Med. Chem.,2006,,CHEMBL378068,,CHEMBL378068,8.05,0,http://www.openphacts.org/units/Nanomolar,565231,=,1,1,=,,EC50,nM,,9.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,9.0
,1764569,[],CHEMBL911539,Transactivation of human PPARgamma in CV1 cells by luciferase reporter gene assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CCc1ccc(OC(C)CCOc2ccc(OC(C)(C)C(=O)O)cc2)c(C(=O)c2ccccc2)c1,,,CHEMBL1149342,J. Med. Chem.,2006,,CHEMBL215582,,CHEMBL215582,8.22,0,http://www.openphacts.org/units/Nanomolar,565230,=,1,1,=,,EC50,nM,,6.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,6.0
,1778410,[],CHEMBL907204,Agonist activity at human PPAR gamma by GAL4 transactivation assay,F,,,BAO_0000188,BAO_0000019,assay format,O=C(O)Cc1ccc(COc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)cc1,,,CHEMBL1137409,J. Med. Chem.,2006,,CHEMBL214719,,CHEMBL214719,6.17,1,http://www.openphacts.org/units/Nanomolar,612797,=,1,1,=,,EC50,nM,,680.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,680.0
,1778432,[],CHEMBL907204,Agonist activity at human PPAR gamma by GAL4 transactivation assay,F,,,BAO_0000188,BAO_0000019,assay format,O=C(O)Cc1ccc(CNc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)cc1,,,CHEMBL1137409,J. Med. Chem.,2006,,CHEMBL217118,,CHEMBL217118,6.50,0,http://www.openphacts.org/units/Nanomolar,612798,=,1,1,=,,EC50,nM,,320.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,320.0
,1813102,[],CHEMBL912531,Displacement of tritium labeled ligand from human PPARgamma by SPA assay,B,,,BAO_0000188,BAO_0000357,single protein format,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,,,CHEMBL1146163,Bioorg. Med. Chem. Lett.,2006,"{'bei': '17.30', 'le': '0.34', 'lle': '3.69', 'sei': '8.64'}",CHEMBL121,ROSIGLITAZONE,CHEMBL121,6.18,0,http://www.openphacts.org/units/Nanomolar,624104,=,1,1,=,,EC50,nM,,657.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,657.0
,1813108,[],CHEMBL912531,Displacement of tritium labeled ligand from human PPARgamma by SPA assay,B,,,BAO_0000188,BAO_0000357,single protein format,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,,,CHEMBL1146163,Bioorg. Med. Chem. Lett.,2006,"{'bei': '15.19', 'le': '0.28', 'lle': '1.69', 'sei': '8.17'}",CHEMBL107367,FARGLITAZAR,CHEMBL107367,8.30,1,http://www.openphacts.org/units/Nanomolar,624106,=,1,1,=,,EC50,nM,,5.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,5.0
,1813110,[],CHEMBL912531,Displacement of tritium labeled ligand from human PPARgamma by SPA assay,B,,,BAO_0000188,BAO_0000357,single protein format,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,,,CHEMBL1146163,Bioorg. Med. Chem. Lett.,2006,"{'bei': '12.80', 'le': '0.25', 'lle': '1.28', 'sei': '6.66'}",CHEMBL408,TROGLITAZONE,CHEMBL408,5.65,0,http://www.openphacts.org/units/Nanomolar,624105,=,1,1,=,,EC50,nM,,2235.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,2235.0
,1813120,[],CHEMBL912531,Displacement of tritium labeled ligand from human PPARgamma by SPA assay,B,,,BAO_0000188,BAO_0000357,single protein format,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)OC(C)C)c1,,,CHEMBL1146163,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.23', 'le': '0.26', 'lle': '1.13', 'sei': '6.96'}",CHEMBL220622,,CHEMBL220622,7.72,0,http://www.openphacts.org/units/Nanomolar,624107,=,1,1,=,,EC50,nM,,19.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,19.0
,1813132,[],CHEMBL912531,Displacement of tritium labeled ligand from human PPARgamma by SPA assay,B,,,BAO_0000188,BAO_0000357,single protein format,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(CCC(=O)O)c2c1CCN(C(=O)OCC(C)(C)C)C2,,,CHEMBL1146163,Bioorg. Med. Chem. Lett.,2006,"{'bei': '13.48', 'le': '0.25', 'lle': '0.55', 'sei': '7.88'}",CHEMBL387373,,CHEMBL387373,8.05,0,http://www.openphacts.org/units/Nanomolar,624112,=,1,1,=,,EC50,nM,,9.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,9.0
,1813134,[],CHEMBL912531,Displacement of tritium labeled ligand from human PPARgamma by SPA assay,B,,,BAO_0000188,BAO_0000357,single protein format,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c2c1CCN(C(=O)OCC(C)C)C2,,,CHEMBL1146163,Bioorg. Med. Chem. Lett.,2006,"{'bei': '15.98', 'le': '0.30', 'lle': '2.66', 'sei': '7.93'}",CHEMBL446365,,CHEMBL446365,8.10,0,http://www.openphacts.org/units/Nanomolar,624111,=,1,1,=,,EC50,nM,,8.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,8.0
,1813136,[],CHEMBL912531,Displacement of tritium labeled ligand from human PPARgamma by SPA assay,B,,,BAO_0000188,BAO_0000357,single protein format,C#CCOC(=O)N1CCc2c(OCCc3nc(-c4ccccc4)oc3C)ccc(CCC(=O)O)c2C1,,,CHEMBL1146163,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.56', 'le': '0.27', 'lle': '2.69', 'sei': '6.97'}",CHEMBL223434,,CHEMBL223434,7.11,0,http://www.openphacts.org/units/Nanomolar,624110,=,1,1,=,,EC50,nM,,77.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,77.0
,1813138,[],CHEMBL912531,Displacement of tritium labeled ligand from human PPARgamma by SPA assay,B,,,BAO_0000188,BAO_0000357,single protein format,CCCOC(=O)N1CCc2c(OCCc3nc(-c4ccc(-c5ccccc5)cc4)oc3C)ccc(CCC(=O)O)c2C1,,,CHEMBL1146163,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.99', 'le': '0.28', 'lle': '1.66', 'sei': '8.35'}",CHEMBL219836,,CHEMBL219836,8.52,0,http://www.openphacts.org/units/Nanomolar,624109,=,1,1,=,,EC50,nM,,3.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,3.0
,1813140,[],CHEMBL912531,Displacement of tritium labeled ligand from human PPARgamma by SPA assay,B,,,BAO_0000188,BAO_0000357,single protein format,CCCOC(=O)N1CCc2c(OCCc3nc(-c4ccccc4)oc3C)ccc(CCC(=O)O)c2C1,,,CHEMBL1146163,Bioorg. Med. Chem. Lett.,2006,"{'bei': '16.08', 'le': '0.30', 'lle': '2.73', 'sei': '7.76'}",CHEMBL376460,,CHEMBL376460,7.92,0,http://www.openphacts.org/units/Nanomolar,624108,=,1,1,=,,EC50,nM,,12.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,12.0
,1813180,[],CHEMBL912552,Activity at human PPARgamma in CV1 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)OCc2ccccc2)c1,,,CHEMBL1146164,Bioorg. Med. Chem. Lett.,2006,"{'bei': '13.49', 'le': '0.25', 'lle': '1.22', 'sei': '6.26'}",CHEMBL441554,,CHEMBL441554,6.94,0,http://www.openphacts.org/units/Nanomolar,624117,=,1,1,=,,EC50,nM,,115.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,115.0
,1813197,[],CHEMBL912552,Activity at human PPARgamma in CV1 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,,,CHEMBL1146164,Bioorg. Med. Chem. Lett.,2006,"{'bei': '18.22', 'le': '0.36', 'lle': '4.02', 'sei': '9.10'}",CHEMBL121,ROSIGLITAZONE,CHEMBL121,6.51,1,http://www.openphacts.org/units/Nanomolar,624128,=,1,1,=,,EC50,nM,,308.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,308.0
,1813198,[],CHEMBL912552,Activity at human PPARgamma in CV1 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1sc(N2CCOCC2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)OC(C)C)c1,,,CHEMBL1146164,Bioorg. Med. Chem. Lett.,2006,"{'bei': '15.36', 'le': '0.30', 'lle': '3.99', 'sei': '6.85'}",CHEMBL223351,,CHEMBL223351,7.55,0,http://www.openphacts.org/units/Nanomolar,624127,=,1,1,=,,EC50,nM,,28.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,28.0
,1813199,[],CHEMBL912552,Activity at human PPARgamma in CV1 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)Oc2cnccn2)c1,,,CHEMBL1146164,Bioorg. Med. Chem. Lett.,2006,"{'bei': '15.03', 'le': '0.28', 'lle': '2.67', 'sei': '6.36'}",CHEMBL374344,,CHEMBL374344,8.70,0,http://www.openphacts.org/units/Nanomolar,624126,=,1,1,=,,EC50,nM,,2.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,2.0
,1813200,[],CHEMBL912552,Activity at human PPARgamma in CV1 cells,B,,,BAO_0000188,BAO_0000219,cell-based format,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)Oc2cnccn2)c1,,,CHEMBL1146164,Bioorg. Med. Chem. Lett.,2006,"{'bei': '16.23', 'le': '0.30', 'lle': '3.78', 'sei': '5.97'}",CHEMBL223350,,CHEMBL223350,8.15,0,http://www.openphacts.org/units/Nanomolar,624125,=,1,1,=,,EC50,nM,,7.0,CHEMBL235,Homo sapiens,Peroxisome proliferator-activated receptor gamma,9606,,,EC50,nM,UO_0000065,,7.0
